"REF_DATE","GEO","DGUID","Age","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002/2003","Quebec","2016A000224","5 years","Females","Number","223","units ","0","v66462063","6.4.3","37002","","","","0"
"2002/2003","Quebec","2016A000224","6 years","Total, sex","Number","223","units ","0","v66462064","6.5.1","79722","","","","0"
"2002/2003","Quebec","2016A000224","6 years","Males","Number","223","units ","0","v66462065","6.5.2","40617","","","","0"
"2002/2003","Quebec","2016A000224","6 years","Females","Number","223","units ","0","v66462066","6.5.3","39105","","","","0"
"2002/2003","Quebec","2016A000224","7 years","Total, sex","Number","223","units ","0","v66462067","6.6.1","82932","","","","0"
"2002/2003","Quebec","2016A000224","7 years","Males","Number","223","units ","0","v66462068","6.6.2","42174","","","","0"
"2002/2003","Quebec","2016A000224","7 years","Females","Number","223","units ","0","v66462069","6.6.3","40758","","","","0"
"2002/2003","Quebec","2016A000224","8 years","Total, sex","Number","223","units ","0","v66462070","6.7.1","85017","","","","0"
"2002/2003","Quebec","2016A000224","8 years","Males","Number","223","units ","0","v66462071","6.7.2","43515","","","","0"
"2002/2003","Quebec","2016A000224","8 years","Females","Number","223","units ","0","v66462072","6.7.3","41499","","","","0"
"2002/2003","Quebec","2016A000224","9 years","Total, sex","Number","223","units ","0","v66462073","6.8.1","87453","","","","0"
"2002/2003","Quebec","2016A000224","9 years","Males","Number","223","units ","0","v66462074","6.8.2","44757","","","","0"
"2002/2003","Quebec","2016A000224","9 years","Females","Number","223","units ","0","v66462075","6.8.3","42699","","","","0"
"2002/2003","Quebec","2016A000224","10 years","Total, sex","Number","223","units ","0","v66462076","6.9.1","90972","","","","0"
"2002/2003","Quebec","2016A000224","10 years","Males","Number","223","units ","0","v66462077","6.9.2","46524","","","","0"
"2002/2003","Quebec","2016A000224","10 years","Females","Number","223","units ","0","v66462078","6.9.3","44448","","","","0"
"2002/2003","Quebec","2016A000224","11 years","Total, sex","Number","223","units ","0","v66462079","6.10.1","91371","","","","0"
"2002/2003","Quebec","2016A000224","11 years","Males","Number","223","units ","0","v66462080","6.10.2","46695","","","","0"
"2002/2003","Quebec","2016A000224","11 years","Females","Number","223","units ","0","v66462081","6.10.3","44676","","","","0"
"2002/2003","Quebec","2016A000224","12 years","Total, sex","Number","223","units ","0","v66462082","6.11.1","78663","","","","0"
"2002/2003","Quebec","2016A000224","12 years","Males","Number","223","units ","0","v66462083","6.11.2","40434","","","","0"
"2002/2003","Quebec","2016A000224","12 years","Females","Number","223","units ","0","v66462084","6.11.3","38232","","","","0"
"2002/2003","Quebec","2016A000224","13 years","Total, sex","Number","223","units ","0","v66462085","6.12.1","74226","","","","0"
"2002/2003","Quebec","2016A000224","13 years","Males","Number","223","units ","0","v66462086","6.12.2","38175","","","","0"
"2002/2003","Quebec","2016A000224","13 years","Females","Number","223","units ","0","v66462087","6.12.3","36051","","","","0"
"2002/2003","Quebec","2016A000224","14 years","Total, sex","Number","223","units ","0","v66462088","6.13.1","71073","","","","0"
"2002/2003","Quebec","2016A000224","14 years","Males","Number","223","units ","0","v66462089","6.13.2","36876","","","","0"
"2002/2003","Quebec","2016A000224","14 years","Females","Number","223","units ","0","v66462090","6.13.3","34200","","","","0"
"2002/2003","Quebec","2016A000224","15 years","Total, sex","Number","223","units ","0","v66462091","6.14.1","70674","","","","0"
"2002/2003","Quebec","2016A000224","15 years","Males","Number","223","units ","0","v66462092","6.14.2","36249","","","","0"
"2002/2003","Quebec","2016A000224","15 years","Females","Number","223","units ","0","v66462093","6.14.3","34425","","","","0"
"2002/2003","Quebec","2016A000224","16 years","Total, sex","Number","223","units ","0","v66462094","6.15.1","65490","","","","0"
"2002/2003","Quebec","2016A000224","16 years","Males","Number","223","units ","0","v66462095","6.15.2","33249","","","","0"
"2002/2003","Quebec","2016A000224","16 years","Females","Number","223","units ","0","v66462096","6.15.3","32247","","","","0"
"2002/2003","Quebec","2016A000224","17 years","Total, sex","Number","223","units ","0","v66462097","6.16.1","20895","","","","0"
"2002/2003","Quebec","2016A000224","17 years","Males","Number","223","units ","0","v66462098","6.16.2","12078","","","","0"
"2002/2003","Quebec","2016A000224","17 years","Females","Number","223","units ","0","v66462099","6.16.3","8817","","","","0"
"2002/2003","Quebec","2016A000224","18 years","Total, sex","Number","223","units ","0","v66462100","6.17.1","3987","","","","0"
"2002/2003","Quebec","2016A000224","18 years","Males","Number","223","units ","0","v66462101","6.17.2","2313","","","","0"
"2002/2003","Quebec","2016A000224","18 years","Females","Number","223","units ","0","v66462102","6.17.3","1674","","","","0"
"2002/2003","Quebec","2016A000224","19 years","Total, sex","Number","223","units ","0","v66462103","6.18.1","615","","","","0"
"2002/2003","Quebec","2016A000224","19 years","Males","Number","223","units ","0","v66462104","6.18.2","324","","","","0"
"2002/2003","Quebec","2016A000224","19 years","Females","Number","223","units ","0","v66462105","6.18.3","291","","","","0"
"2002/2003","Quebec","2016A000224","20 years","Total, sex","Number","223","units ","0","v66462106","6.19.1","444","","","","0"
"2002/2003","Quebec","2016A000224","20 years","Males","Number","223","units ","0","v66462107","6.19.2","243","","","","0"
"2002/2003","Quebec","2016A000224","20 years","Females","Number","223","units ","0","v66462108","6.19.3","201","","","","0"
"2002/2003","Quebec","2016A000224","21 years and over","Total, sex","Number","223","units ","0","v66462109","6.20.1","93","","","","0"
"2002/2003","Quebec","2016A000224","21 years and over","Males","Number","223","units ","0","v66462110","6.20.2","57","","","","0"
"2002/2003","Quebec","2016A000224","21 years and over","Females","Number","223","units ","0","v66462111","6.20.3","36","","","","0"
"2002/2003","Ontario","2016A000235","Total, age","Total, sex","Number","223","units ","0","v66462112","7.1.1","2164941","","","","0"
"2002/2003","Ontario","2016A000235","Total, age","Males","Number","223","units ","0","v66462113","7.1.2","1109670","","","","0"
"2002/2003","Ontario","2016A000235","Total, age","Females","Number","223","units ","0","v66462114","7.1.3","1055268","","","","0"
"2002/2003","Ontario","2016A000235","Less than 4 years","Total, sex","Number","223","units ","0","v66462115","7.2.1","543","","","","0"
"2002/2003","Ontario","2016A000235","Less than 4 years","Males","Number","223","units ","0","v66462116","7.2.2","294","","","","0"
"2002/2003","Ontario","2016A000235","Less than 4 years","Females","Number","223","units ","0","v66462117","7.2.3","246","","","","0"
"2002/2003","Ontario","2016A000235","4 years","Total, sex","Number","223","units ","0","v66462118","7.3.1","115635","","","","0"
"2002/2003","Ontario","2016A000235","4 years","Males","Number","223","units ","0","v66462119","7.3.2","58644","","","","0"
"2002/2003","Ontario","2016A000235","4 years","Females","Number","223","units ","0","v66462120","7.3.3","56991","","","","0"
"2002/2003","Ontario","2016A000235","5 years","Total, sex","Number","223","units ","0","v66462121","7.4.1","130188","","","","0"
"2002/2003","Ontario","2016A000235","5 years","Males","Number","223","units ","0","v66462122","7.4.2","66606","","","","0"
"2002/2003","Ontario","2016A000235","5 years","Females","Number","223","units ","0","v66462123","7.4.3","63582","","","","0"
"2002/2003","Ontario","2016A000235","6 years","Total, sex","Number","223","units ","0","v66462124","7.5.1","139467","","","","0"
"2002/2003","Ontario","2016A000235","6 years","Males","Number","223","units ","0","v66462125","7.5.2","71262","","","","0"
"2002/2003","Ontario","2016A000235","6 years","Females","Number","223","units ","0","v66462126","7.5.3","68202","","","","0"
"2002/2003","Ontario","2016A000235","7 years","Total, sex","Number","223","units ","0","v66462127","7.6.1","146547","","","","0"
"2002/2003","Ontario","2016A000235","7 years","Males","Number","223","units ","0","v66462128","7.6.2","75132","","","","0"
"2002/2003","Ontario","2016A000235","7 years","Females","Number","223","units ","0","v66462129","7.6.3","71418","","","","0"
"2002/2003","Ontario","2016A000235","8 years","Total, sex","Number","223","units ","0","v66462130","7.7.1","148479","","","","0"
"2002/2003","Ontario","2016A000235","8 years","Males","Number","223","units ","0","v66462131","7.7.2","76314","","","","0"
"2002/2003","Ontario","2016A000235","8 years","Females","Number","223","units ","0","v66462132","7.7.3","72162","","","","0"
"2002/2003","Ontario","2016A000235","9 years","Total, sex","Number","223","units ","0","v66462133","7.8.1","148992","","","","0"
"2002/2003","Ontario","2016A000235","9 years","Males","Number","223","units ","0","v66462134","7.8.2","76614","","","","0"
"2002/2003","Ontario","2016A000235","9 years","Females","Number","223","units ","0","v66462135","7.8.3","72378","","","","0"
"2002/2003","Ontario","2016A000235","10 years","Total, sex","Number","223","units ","0","v66462136","7.9.1","152418","","","","0"
"2002/2003","Ontario","2016A000235","10 years","Males","Number","223","units ","0","v66462137","7.9.2","78024","","","","0"
"2002/2003","Ontario","2016A000235","10 years","Females","Number","223","units ","0","v66462138","7.9.3","74394","","","","0"
"2002/2003","Ontario","2016A000235","11 years","Total, sex","Number","223","units ","0","v66462139","7.10.1","153579","","","","0"
"2002/2003","Ontario","2016A000235","11 years","Males","Number","223","units ","0","v66462140","7.10.2","78591","","","","0"
"2002/2003","Ontario","2016A000235","11 years","Females","Number","223","units ","0","v66462141","7.10.3","74988","","","","0"
"2002/2003","Ontario","2016A000235","12 years","Total, sex","Number","223","units ","0","v66462142","7.11.1","155304","","","","0"
"2002/2003","Ontario","2016A000235","12 years","Males","Number","223","units ","0","v66462143","7.11.2","79836","","","","0"
"2002/2003","Ontario","2016A000235","12 years","Females","Number","223","units ","0","v66462144","7.11.3","75468","","","","0"
"2002/2003","Ontario","2016A000235","13 years","Total, sex","Number","223","units ","0","v66462145","7.12.1","153051","","","","0"
"2002/2003","Ontario","2016A000235","13 years","Males","Number","223","units ","0","v66462146","7.12.2","78318","","","","0"
"2002/2003","Ontario","2016A000235","13 years","Females","Number","223","units ","0","v66462147","7.12.3","74733","","","","0"
"2002/2003","Ontario","2016A000235","14 years","Total, sex","Number","223","units ","0","v66462148","7.13.1","150552","","","","0"
"2002/2003","Ontario","2016A000235","14 years","Males","Number","223","units ","0","v66462149","7.13.2","76887","","","","0"
"2002/2003","Ontario","2016A000235","14 years","Females","Number","223","units ","0","v66462150","7.13.3","73668","","","","0"
"2002/2003","Ontario","2016A000235","15 years","Total, sex","Number","223","units ","0","v66462151","7.14.1","149430","","","","0"
"2002/2003","Ontario","2016A000235","15 years","Males","Number","223","units ","0","v66462152","7.14.2","76539","","","","0"
"2002/2003","Ontario","2016A000235","15 years","Females","Number","223","units ","0","v66462153","7.14.3","72894","","","","0"
"2002/2003","Ontario","2016A000235","16 years","Total, sex","Number","223","units ","0","v66462154","7.15.1","147465","","","","0"
"2002/2003","Ontario","2016A000235","16 years","Males","Number","223","units ","0","v66462155","7.15.2","75438","","","","0"
"2002/2003","Ontario","2016A000235","16 years","Females","Number","223","units ","0","v66462156","7.15.3","72027","","","","0"
"2002/2003","Ontario","2016A000235","17 years","Total, sex","Number","223","units ","0","v66462157","7.16.1","142488","","","","0"
"2002/2003","Ontario","2016A000235","17 years","Males","Number","223","units ","0","v66462158","7.16.2","72405","","","","0"
"2002/2003","Ontario","2016A000235","17 years","Females","Number","223","units ","0","v66462159","7.16.3","70083","","","","0"
"2002/2003","Ontario","2016A000235","18 years","Total, sex","Number","223","units ","0","v66462160","7.17.1","98430","","","","0"
"2002/2003","Ontario","2016A000235","18 years","Males","Number","223","units ","0","v66462161","7.17.2","51444","","","","0"
"2002/2003","Ontario","2016A000235","18 years","Females","Number","223","units ","0","v66462162","7.17.3","46986","","","","0"
"2002/2003","Ontario","2016A000235","19 years","Total, sex","Number","223","units ","0","v66462163","7.18.1","17823","","","","0"
"2002/2003","Ontario","2016A000235","19 years","Males","Number","223","units ","0","v66462164","7.18.2","10899","","","","0"
"2002/2003","Ontario","2016A000235","19 years","Females","Number","223","units ","0","v66462165","7.18.3","6924","","","","0"
"2002/2003","Ontario","2016A000235","20 years","Total, sex","Number","223","units ","0","v66462166","7.19.1","5730","","","","0"
"2002/2003","Ontario","2016A000235","20 years","Males","Number","223","units ","0","v66462167","7.19.2","3309","","","","0"
"2002/2003","Ontario","2016A000235","20 years","Females","Number","223","units ","0","v66462168","7.19.3","2421","","","","0"
"2002/2003","Ontario","2016A000235","21 years and over","Total, sex","Number","223","units ","0","v66462169","7.20.1","8823","","","","0"
"2002/2003","Ontario","2016A000235","21 years and over","Males","Number","223","units ","0","v66462170","7.20.2","3120","","","","0"
"2002/2003","Ontario","2016A000235","21 years and over","Females","Number","223","units ","0","v66462171","7.20.3","5703","","","","0"
"2002/2003","Manitoba","2016A000246","Total, age","Total, sex","Number","223","units ","0","v66462172","8.1.1","186894","","","","0"
"2002/2003","Manitoba","2016A000246","Total, age","Males","Number","223","units ","0","v66462173","8.1.2","96123","","","","0"
